"i","age_label","tissue","sum_density","level"
"37","none","colorectum_MSS",0.000328216575435729,"Level3"
"37","none","esophagus",0.000105365428278282,"Level3"
"37","none","gallbladder",0.000238095238095238,"Level3"
"37","none","headneck",0.000217641394156145,"Level3"
"37","none","intestine",0.000138880097591367,"Level3"
"37","none","kidney",8.31858156284727e-05,"Level3"
"37","none","liver",0.000151527912542872,"Level3"
"37","none","lung",0.000380511436489013,"Level3"
"37","none","lymphoid",5.63016588861535e-05,"Level3"
"37","none","mesothelium",0,"Level3"
"37","none","myeloid",0,"Level3"
"37","none","ovary",0.000135853393770197,"Level3"
"37","none","pancreas",0.000107370955432084,"Level3"
"37","none","prostate",0.000149595952818734,"Level3"
"37","none","sarcoma",0.000106435434414472,"Level3"
"37","none","skin",0.000896638022232437,"Level3"
"37","none","stomach",0.000143845600244645,"Level3"
"37","none","thyroid",4.0428542551041e-05,"Level3"
"37","none","unknown",0.000330938662360441,"Level3"
"37","none","uterus",0.000608985353951542,"Level3"
"37","none","uterus_HYPER",0.000455373406193078,"Level3"
"37","none","uterus_MSI",0.00125358760645446,"Level3"
"37","none","uterus_MSS",0.000174609381892275,"Level3"
"38","none","anus",0,"Level3"
"38","none","biliary",0.000200358891116223,"Level3"
"38","none","bladder",0.000240884699766283,"Level3"
"38","none","brain",0.000188938631474869,"Level3"
"38","none","breast",0.000230678065919908,"Level3"
"38","none","cervix",0.000168352546714888,"Level3"
"38","none","colorectum",0.000314513676685537,"Level3"
"38","none","colorectum_HYPER",0.0140925843292409,"Level3"
"38","none","colorectum_MSI",0.00300530205151659,"Level3"
"38","none","colorectum_MSS",0.00019974542063837,"Level3"
"38","none","esophagus",0.000324180763549175,"Level3"
"38","none","gallbladder",0.000147492625368732,"Level3"
"38","none","headneck",0.000227654967349461,"Level3"
"38","none","intestine",0.000394684481124648,"Level3"
"38","none","kidney",6.13163179240042e-05,"Level3"
"38","none","liver",0.000129762803826047,"Level3"
"38","none","lung",0.000323334504606288,"Level3"
"38","none","lymphoid",4.59520377540062e-05,"Level3"
"38","none","mesothelium",4.97760079641613e-05,"Level3"
"38","none","myeloid",0,"Level3"
"38","none","ovary",0.000132419514539848,"Level3"
"38","none","pancreas",8.01494788387419e-05,"Level3"
"38","none","prostate",0.000164927714690054,"Level3"
"38","none","sarcoma",9.51345657190891e-05,"Level3"
"38","none","skin",0.00107058049184745,"Level3"
"38","none","stomach",0.000267568212804222,"Level3"
"38","none","thyroid",0.000240270328901943,"Level3"
"38","none","unknown",0.000383324014889312,"Level3"
"38","none","uterus",0.000583089550297092,"Level3"
"38","none","uterus_HYPER",0.00434166520768648,"Level3"
"38","none","uterus_MSI",0.00229650138414708,"Level3"
"38","none","uterus_MSS",0.000334611918279136,"Level3"
"39","none","anus",9.21064750851985e-05,"Level3"
"39","none","biliary",0.000385763602970633,"Level3"
"39","none","bladder",0.000563715213291517,"Level3"
"39","none","brain",0.000210713495087328,"Level3"
"39","none","breast",0.0002509729477012,"Level3"
"39","none","cervix",0.000237498907711674,"Level3"
"39","none","colorectum",0.000169102749797243,"Level3"
"39","none","colorectum_HYPER",0.00955376972701206,"Level3"
"39","none","colorectum_MSI",0.000950774525543413,"Level3"
"39","none","colorectum_MSS",0.000321553655000259,"Level3"
"39","none","esophagus",0.000323565348186585,"Level3"
"39","none","gallbladder",0,"Level3"
"39","none","headneck",0.000242263053700378,"Level3"
"39","none","intestine",0.000104772755815798,"Level3"
"39","none","kidney",7.00809685096591e-05,"Level3"
"39","none","liver",0.000116289776733299,"Level3"
"39","none","lung",0.00043966659345995,"Level3"
"39","none","lymphoid",4.50235570532914e-05,"Level3"
"39","none","mesothelium",0,"Level3"
"39","none","myeloid",0,"Level3"
"39","none","ovary",0.000105725691932875,"Level3"
"39","none","pancreas",5.58985433189725e-05,"Level3"
"39","none","prostate",0.000229573085512947,"Level3"
"39","none","sarcoma",0.000168129106479597,"Level3"
"39","none","skin",0.00114005105348746,"Level3"
"39","none","stomach",0.000409019357816655,"Level3"
"39","none","thyroid",0.000105773403710704,"Level3"
"39","none","unknown",0.000382078422462102,"Level3"
"39","none","uterus",0.000407001773143298,"Level3"
"39","none","uterus_HYPER",0.00127372000560339,"Level3"
"39","none","uterus_MSI",0.00245020091653688,"Level3"
"39","none","uterus_MSS",0.000276337482796447,"Level3"
"4","none","anus",9.9000099000099e-05,"Level3"
"4","none","biliary",8.62152530961018e-05,"Level3"
"4","none","bladder",0.000715677534073281,"Level3"
"4","none","brain",8.70165830898057e-05,"Level3"
"4","none","breast",0.000268917316451102,"Level3"
"4","none","cervix",0.000495644706171022,"Level3"
"4","none","colorectum",0.000194969772767364,"Level3"
"4","none","colorectum_HYPER",0.00984335224878925,"Level3"
"4","none","colorectum_MSI",0.00155636462650701,"Level3"
"4","none","colorectum_MSS",0.00020582542307527,"Level3"
"4","none","esophagus",0.000268457823390535,"Level3"
"4","none","gallbladder",0,"Level3"
"4","none","headneck",0.000175273052118211,"Level3"
"4","none","intestine",0.000368165779581411,"Level3"
"4","none","kidney",0.00012666261641622,"Level3"
"4","none","liver",6.82106606578579e-05,"Level3"
"4","none","lung",0.000371527228583861,"Level3"
"4","none","lymphoid",5.89207913571438e-05,"Level3"
"4","none","mesothelium",5.36049316537121e-05,"Level3"
"4","none","myeloid",2.79990480323669e-05,"Level3"
"4","none","ovary",0.000111408608022532,"Level3"
"4","none","pancreas",9.75960640351524e-05,"Level3"
"4","none","prostate",0.000101751684888732,"Level3"
"4","none","sarcoma",0.000128532272930561,"Level3"
"4","none","skin",0.000675457334639893,"Level3"
"4","none","stomach",0.000439577459004083,"Level3"
"4","none","thyroid",0.000230680507497116,"Level3"
"4","none","unknown",0.000271536482012916,"Level3"
"4","none","uterus",0.00037670273036516,"Level3"
"4","none","uterus_HYPER",0.00348705348705349,"Level3"
"4","none","uterus_MSI",0.00170223724345817,"Level3"
"4","none","uterus_MSS",5.48063048063048e-05,"Level3"
"40","none","anus",0.000626127985932755,"Level3"
"40","none","biliary",3.76413904729641e-05,"Level3"
"40","none","bladder",0.000504123073483292,"Level3"
"40","none","brain",0.000200828203365932,"Level3"
"40","none","breast",0.000199252336087185,"Level3"
"40","none","cervix",0.000713988334853627,"Level3"
"40","none","colorectum",0.000338403126671941,"Level3"
"40","none","colorectum_HYPER",0.0134221089421795,"Level3"
"40","none","colorectum_MSI",0.00381967843323575,"Level3"
"40","none","colorectum_MSS",0.00023802151470809,"Level3"
"40","none","esophagus",0.000406000589066655,"Level3"
"40","none","gallbladder",0.000429553264604811,"Level3"
"40","none","headneck",0.00034197310934601,"Level3"
"40","none","intestine",8.00523012220803e-05,"Level3"
"40","none","kidney",5.03817251491687e-05,"Level3"
"40","none","liver",0.000106436079300098,"Level3"
"40","none","lung",0.000400274039106163,"Level3"
"40","none","lymphoid",6.01994554370644e-05,"Level3"
"40","none","mesothelium",5.14562107646393e-05,"Level3"
"40","none","myeloid",0,"Level3"
"40","none","ovary",0.000230700714062487,"Level3"
"40","none","pancreas",0.000137085343607885,"Level3"
"40","none","prostate",0.000260259004336834,"Level3"
"40","none","sarcoma",0.00016273670285914,"Level3"
"40","none","skin",0.0010441222324219,"Level3"
"40","none","stomach",0.000202088056630301,"Level3"
"40","none","thyroid",8.54293265212974e-05,"Level3"
"40","none","unknown",0.000441522179796351,"Level3"
"40","none","uterus",0.000283101745669045,"Level3"
"40","none","uterus_HYPER",0.00139102648700052,"Level3"
"40","none","uterus_MSI",0.00184136960766449,"Level3"
"40","none","uterus_MSS",0.000348584061286917,"Level3"
"41","none","anus",0.000290360046457607,"Level3"
"41","none","biliary",4.93827448936782e-05,"Level3"
"41","none","bladder",0.00035527079372505,"Level3"
"41","none","brain",9.58874501770009e-05,"Level3"
"41","none","breast",0.000270311640270875,"Level3"
"41","none","cervix",0.000421935369696538,"Level3"
"41","none","colorectum",0.000209286590994377,"Level3"
"41","none","colorectum_HYPER",0.0113311684690684,"Level3"
"41","none","colorectum_MSI",0.00367578625965784,"Level3"
"41","none","colorectum_MSS",0.000313485619822147,"Level3"
"41","none","esophagus",0.000157201389105863,"Level3"
"41","none","gallbladder",0.000367800039712328,"Level3"
"41","none","headneck",0.00026862438395334,"Level3"
"41","none","intestine",0.000270225636222545,"Level3"
"41","none","kidney",0.000119257004634019,"Level3"
"41","none","liver",7.70924938737196e-05,"Level3"
"41","none","lung",0.000351592256830827,"Level3"
"41","none","lymphoid",4.3166230168736e-05,"Level3"
"41","none","mesothelium",0,"Level3"
"41","none","myeloid",0,"Level3"
"41","none","ovary",0.000148424029781365,"Level3"
"41","none","pancreas",0.000130195437696295,"Level3"
"41","none","prostate",0.00011947672577137,"Level3"
"41","none","sarcoma",7.69624987812694e-05,"Level3"
"41","none","skin",0.00128299652644173,"Level3"
"41","none","stomach",0.000591140164775448,"Level3"
"41","none","thyroid",0.000132700177682548,"Level3"
"41","none","unknown",0.000400751022543135,"Level3"
"41","none","uterus",0.000665217528413239,"Level3"
"41","none","uterus_HYPER",0.00634729849050841,"Level3"
"41","none","uterus_MSI",0.00260904092199532,"Level3"
"41","none","uterus_MSS",0.000227462026401062,"Level3"
"42","none","anus",0.000283081916798981,"Level3"
"42","none","biliary",0,"Level3"
"42","none","bladder",0.000471426055210013,"Level3"
"42","none","brain",0.000165490717120265,"Level3"
"42","none","breast",0.000197164940846975,"Level3"
"42","none","cervix",0.000531815470839861,"Level3"
"42","none","colorectum",0.00023362517140452,"Level3"
"42","none","colorectum_HYPER",0.016911368295245,"Level3"
"42","none","colorectum_MSI",0.00298180739469987,"Level3"
"42","none","colorectum_MSS",0.000236085815783395,"Level3"
"42","none","esophagus",0.000163413578138338,"Level3"
"42","none","gallbladder",0,"Level3"
"42","none","headneck",0.000272057735632793,"Level3"
"42","none","intestine",0.00024948418880795,"Level3"
"42","none","kidney",7.9446201977427e-05,"Level3"
"42","none","liver",0.000198681925565266,"Level3"
"42","none","lung",0.000313382886718988,"Level3"
"42","none","lymphoid",7.78804896731475e-05,"Level3"
"42","none","mesothelium",0,"Level3"
"42","none","myeloid",0,"Level3"
"42","none","ovary",9.83347830865983e-05,"Level3"
"42","none","pancreas",4.68831053237341e-05,"Level3"
"42","none","prostate",0.000151566555190787,"Level3"
"42","none","sarcoma",0.000111121583717814,"Level3"
"42","none","skin",0.000893502076587624,"Level3"
"42","none","stomach",0.000327620373866491,"Level3"
"42","none","thyroid",5.95115448029826e-05,"Level3"
"42","none","unknown",0.000671826619193168,"Level3"
"42","none","uterus",0.00052487000506848,"Level3"
"42","none","uterus_HYPER",0.00668041874699413,"Level3"
"42","none","uterus_MSI",0.0016932315460569,"Level3"
"42","none","uterus_MSS",0.000359189943639819,"Level3"
"43","none","anus",0.00010535187526338,"Level3"
"43","none","biliary",0.000146364165451903,"Level3"
"43","none","bladder",0.000382536736313136,"Level3"
"43","none","brain",0.000179152808913747,"Level3"
"43","none","breast",0.000175361738989475,"Level3"
"43","none","cervix",0.000326224097963228,"Level3"
"43","none","colorectum",0.000287460028723601,"Level3"
"43","none","colorectum_HYPER",0.0186633102770383,"Level3"
"43","none","colorectum_MSI",0.00248334275498198,"Level3"
"43","none","colorectum_MSS",0.000269361234954948,"Level3"
"43","none","esophagus",0.000216547137622109,"Level3"
"43","none","gallbladder",0,"Level3"
"43","none","headneck",0.000149311916199889,"Level3"
"43","none","intestine",0.000293756710514395,"Level3"
"43","none","kidney",6.26971986658069e-05,"Level3"
"43","none","liver",0.000221368454889332,"Level3"
"43","none","lung",0.000434335753187599,"Level3"
"43","none","lymphoid",3.06914620973889e-05,"Level3"
"43","none","mesothelium",0.000230096640589047,"Level3"
"43","none","myeloid",0,"Level3"
"43","none","ovary",0.000164631189132471,"Level3"
"43","none","pancreas",7.09835112300872e-05,"Level3"
"43","none","prostate",0.000154345601023663,"Level3"
"43","none","sarcoma",6.32835013096705e-05,"Level3"
"43","none","skin",0.00108603147206992,"Level3"
"43","none","stomach",0.000265115897315325,"Level3"
"43","none","thyroid",0.000136617577878135,"Level3"
"43","none","unknown",0.000302173884435087,"Level3"
"43","none","uterus",0.000752793159372254,"Level3"
"43","none","uterus_HYPER",0.00738273119948181,"Level3"
"43","none","uterus_MSI",0.00286575113811764,"Level3"
"43","none","uterus_MSS",3.15656565656566e-05,"Level3"
"44","none","anus",0.000181066901898881,"Level3"
"44","none","biliary",0.000105708820699438,"Level3"
"44","none","bladder",0.000359823181967189,"Level3"
"44","none","brain",0.000219663663045562,"Level3"
"44","none","breast",0.000158022724899756,"Level3"
"44","none","cervix",0.000316995761307986,"Level3"
"44","none","colorectum",0.000113703028436144,"Level3"
"44","none","colorectum_HYPER",0.0221506801981374,"Level3"
"44","none","colorectum_MSI",0.00301713367974582,"Level3"
"44","none","colorectum_MSS",0.000384605221339414,"Level3"
"44","none","esophagus",0.000182210240806333,"Level3"
"44","none","gallbladder",7.60340632603406e-05,"Level3"
"44","none","headneck",0.000211193346713277,"Level3"
"44","none","intestine",0.000467297768365118,"Level3"
"44","none","kidney",3.03051482651053e-05,"Level3"
"44","none","liver",8.99892003399418e-05,"Level3"
"44","none","lung",0.000308997971796184,"Level3"
"44","none","lymphoid",5.76073013753641e-05,"Level3"
"44","none","mesothelium",0,"Level3"
"44","none","myeloid",0,"Level3"
"44","none","ovary",0.000173595061425678,"Level3"
"44","none","pancreas",0.000110287321483602,"Level3"
"44","none","prostate",8.22238188476299e-05,"Level3"
"44","none","sarcoma",0.000145219599601965,"Level3"
"44","none","skin",0.000972535740201116,"Level3"
"44","none","stomach",0.000413801527605482,"Level3"
"44","none","thyroid",0.000130912678188771,"Level3"
"44","none","unknown",0.000471253256852736,"Level3"
"44","none","uterus",0.000751726926603208,"Level3"
"44","none","uterus_HYPER",0.00708627781721255,"Level3"
"44","none","uterus_MSI",0.001245279973048,"Level3"
"44","none","uterus_MSS",5.25778032218565e-05,"Level3"
"45","none","anus",9.58129730765546e-05,"Level3"
"45","none","biliary",8.19241748783108e-05,"Level3"
"45","none","bladder",0.000385943005876096,"Level3"
"45","none","brain",0.000155079794948041,"Level3"
"45","none","breast",0.000262683830005156,"Level3"
"45","none","cervix",0.000264124783819951,"Level3"
"45","none","colorectum",0.00025475291302394,"Level3"
"45","none","colorectum_HYPER",0.0133389593429112,"Level3"
"45","none","colorectum_MSI",0.00386656744712108,"Level3"
"45","none","colorectum_MSS",0.000320791999297843,"Level3"
"45","none","esophagus",0.000107154242489077,"Level3"
"45","none","gallbladder",0.000542822692145911,"Level3"
"45","none","headneck",0.000193131002360048,"Level3"
"45","none","intestine",0.000140857223355419,"Level3"
"45","none","kidney",7.27517715694489e-05,"Level3"
"45","none","liver",0.000147768193112043,"Level3"
"45","none","lung",0.000443920357432321,"Level3"
"45","none","lymphoid",5.76741045094207e-05,"Level3"
"45","none","mesothelium",0.000232723474260784,"Level3"
"45","none","myeloid",5.70206699928724e-05,"Level3"
"45","none","ovary",0.000146729393319125,"Level3"
"45","none","pancreas",0.000148372882821019,"Level3"
"45","none","prostate",0.000148168724004399,"Level3"
"45","none","sarcoma",9.21330140815752e-05,"Level3"
"45","none","skin",0.00105364530143178,"Level3"
"45","none","stomach",0.000358732280511335,"Level3"
"45","none","thyroid",0.000117892540987795,"Level3"
"45","none","unknown",0.000411911421127226,"Level3"
"45","none","uterus",0.000866873604577496,"Level3"
"45","none","uterus_HYPER",0.00488626892239595,"Level3"
"45","none","uterus_MSI",0.00252331302243051,"Level3"
"45","none","uterus_MSS",7.37466318164246e-05,"Level3"
"46","none","anus",0.0009769055892146,"Level3"
"46","none","biliary",0.000118813845328269,"Level3"
"46","none","bladder",0.00050556371509772,"Level3"
"46","none","brain",0.000201750558024759,"Level3"
"46","none","breast",0.000201999724638762,"Level3"
"46","none","cervix",0,"Level3"
"46","none","colorectum",5.80500245507325e-05,"Level3"
"46","none","colorectum_HYPER",0.0118346240647257,"Level3"
"46","none","colorectum_MSI",0.00313889705994713,"Level3"
"46","none","colorectum_MSS",0.000322381221668233,"Level3"
"46","none","esophagus",0.000256953333062354,"Level3"
"46","none","gallbladder",0,"Level3"
"46","none","headneck",0.000186336315169124,"Level3"
"46","none","intestine",0.000278624276616286,"Level3"
"46","none","kidney",7.75497800895351e-05,"Level3"
"46","none","liver",0.000145656817041736,"Level3"
"46","none","lung",0.000344069242772603,"Level3"
"46","none","lymphoid",3.46447990224659e-05,"Level3"
"46","none","mesothelium",0.000297703021126845,"Level3"
"46","none","myeloid",0,"Level3"
"46","none","ovary",0.000105120375197872,"Level3"
"46","none","pancreas",0.000103665348146299,"Level3"
"46","none","prostate",0.00015143564126756,"Level3"
"46","none","sarcoma",7.02111662982238e-05,"Level3"
"46","none","skin",0.00117256704657846,"Level3"
"46","none","stomach",0.000446754058539794,"Level3"
"46","none","thyroid",7.54147812971342e-05,"Level3"
"46","none","unknown",0.000344970692645729,"Level3"
"46","none","uterus",0.000276857133702727,"Level3"
"46","none","uterus_HYPER",0.00473254500983234,"Level3"
"46","none","uterus_MSI",0.00120468220173696,"Level3"
"46","none","uterus_MSS",5.19160966075667e-05,"Level3"
"47","none","anus",0.000190857906288768,"Level3"
"47","none","biliary",0.000189705350267885,"Level3"
"47","none","bladder",0.000531570997605591,"Level3"
"47","none","brain",0.000247973948156932,"Level3"
"47","none","breast",0.000256830587192276,"Level3"
"47","none","cervix",0.000455524143525146,"Level3"
"47","none","colorectum",0.000138761080225528,"Level3"
"47","none","colorectum_HYPER",0.0172847085230491,"Level3"
"47","none","colorectum_MSI",0.0042072336178551,"Level3"
"47","none","colorectum_MSS",0.000254852783081452,"Level3"
"47","none","esophagus",0.000228256819959842,"Level3"
"47","none","gallbladder",0,"Level3"
"47","none","headneck",0.000194350711139092,"Level3"
"47","none","intestine",0.00057747565781032,"Level3"
"47","none","kidney",0.000134980420694635,"Level3"
"47","none","liver",0.000198496898865286,"Level3"
"47","none","lung",0.000447691138887874,"Level3"
"47","none","lymphoid",4.49829022284804e-05,"Level3"
"47","none","mesothelium",0.000279518848571848,"Level3"
"47","none","myeloid",3.8392137290283e-05,"Level3"
"47","none","ovary",0.000120312945941316,"Level3"
"47","none","pancreas",0.000106497501023054,"Level3"
"47","none","prostate",0.000207654131774658,"Level3"
"47","none","sarcoma",0.00011188188258604,"Level3"
"47","none","skin",0.0011982569449632,"Level3"
"47","none","stomach",0.000470850521678091,"Level3"
"47","none","thyroid",0.000115541736826601,"Level3"
"47","none","unknown",0.00047118394989349,"Level3"
"47","none","uterus",0.000687042952930937,"Level3"
"47","none","uterus_HYPER",0.00308744310056319,"Level3"
"47","none","uterus_MSI",0.00283013371997754,"Level3"
"47","none","uterus_MSS",0.000124007936507937,"Level3"
"48","none","anus",0.000407000407000407,"Level3"
"48","none","biliary",6.9243885731022e-05,"Level3"
"48","none","bladder",0.000335649446608316,"Level3"
"48","none","brain",0.000226496892497812,"Level3"
"48","none","breast",0.000232121254859091,"Level3"
"48","none","cervix",0.000340458592554518,"Level3"
"48","none","colorectum",0.00026126289836037,"Level3"
"48","none","colorectum_HYPER",0.0157546980004662,"Level3"
"48","none","colorectum_MSI",0.00217178377121911,"Level3"
"48","none","colorectum_MSS",0.000330176951358502,"Level3"
"48","none","esophagus",0.000214152899241217,"Level3"
"48","none","gallbladder",0.0001105216622458,"Level3"
"48","none","headneck",0.000187927915887796,"Level3"
"48","none","intestine",0.000308088425544585,"Level3"
"48","none","kidney",3.66409498758442e-05,"Level3"
"48","none","liver",0.000108488397826759,"Level3"
"48","none","lung",0.000362736045029566,"Level3"
"48","none","lymphoid",9.66824654445045e-05,"Level3"
"48","none","mesothelium",6.19041723412158e-05,"Level3"
"48","none","myeloid",0,"Level3"
"48","none","ovary",0.000210163380029546,"Level3"
"48","none","pancreas",0.000101347964671054,"Level3"
"48","none","prostate",0.000115753294763612,"Level3"
"48","none","sarcoma",6.670593430403e-05,"Level3"
"48","none","skin",0.00111143766849262,"Level3"
"48","none","stomach",0.000582010721259208,"Level3"
"48","none","thyroid",0,"Level3"
"48","none","unknown",0.000220096303902202,"Level3"
"48","none","uterus",0.000594205235791476,"Level3"
"48","none","uterus_HYPER",0.00287312635981817,"Level3"
"48","none","uterus_MSI",0.00218965411506521,"Level3"
"48","none","uterus_MSS",4.98498307053707e-05,"Level3"
"49","none","anus",0.00069750228677921,"Level3"
"49","none","biliary",0.000116371115304343,"Level3"
"49","none","bladder",0.000454925106213257,"Level3"
"49","none","brain",0.000173019738088389,"Level3"
"49","none","breast",0.000211940600325807,"Level3"
"49","none","cervix",0.000684658865373782,"Level3"
"49","none","colorectum",0.000534388286538962,"Level3"
"49","none","colorectum_HYPER",0.00805396014358074,"Level3"
"49","none","colorectum_MSI",0.00257659149051513,"Level3"
"49","none","colorectum_MSS",0.000252109579765005,"Level3"
"49","none","esophagus",0.000221973973105237,"Level3"
"49","none","gallbladder",0,"Level3"
"49","none","headneck",0.000153945073291018,"Level3"
"49","none","intestine",0,"Level3"
"49","none","kidney",2.2301006460761e-05,"Level3"
"49","none","liver",0.000108164554913906,"Level3"
"49","none","lung",0.000421795035246081,"Level3"
"49","none","lymphoid",6.07413599119961e-05,"Level3"
"49","none","mesothelium",0,"Level3"
"49","none","myeloid",0,"Level3"
"49","none","ovary",0.000145060444952133,"Level3"
"49","none","pancreas",9.96659735874529e-05,"Level3"
"49","none","prostate",0.000112119482086538,"Level3"
"49","none","sarcoma",0.000141248457159019,"Level3"
"49","none","skin",0.00100163334123491,"Level3"
"49","none","stomach",0.000346753762981928,"Level3"
"49","none","thyroid",0.000120342183631708,"Level3"
"49","none","unknown",0.000400811619118818,"Level3"
"49","none","uterus",0.000461152954797571,"Level3"
"49","none","uterus_HYPER",0.0102489379986539,"Level3"
"49","none","uterus_MSI",0.00140878915618283,"Level3"
"49","none","uterus_MSS",0.00013730915647603,"Level3"
"5","none","anus",5.00726052776526e-05,"Level3"
"5","none","biliary",0.000370711104911633,"Level3"
"5","none","bladder",0.000956770266204111,"Level3"
"5","none","brain",0.00010661899300659,"Level3"
"5","none","breast",0.000294260861351585,"Level3"
"5","none","cervix",0.000332005312084993,"Level3"
"5","none","colorectum",0.000274120914950511,"Level3"
"5","none","colorectum_HYPER",0.0112630808461401,"Level3"
"5","none","colorectum_MSI",0.00232737281558483,"Level3"
"5","none","colorectum_MSS",0.000226678655785916,"Level3"
"5","none","esophagus",0.00025732876102848,"Level3"
"5","none","gallbladder",0,"Level3"
"5","none","headneck",0.00025565642971016,"Level3"
"5","none","intestine",0.000289105743910506,"Level3"
"5","none","kidney",6.42071357727111e-05,"Level3"
"5","none","liver",0.000165800124355756,"Level3"
"5","none","lung",0.000431646682374852,"Level3"
"5","none","lymphoid",5.21964764770913e-05,"Level3"
"5","none","mesothelium",0.000170823502926474,"Level3"
"5","none","myeloid",6.36305261012357e-05,"Level3"
"5","none","ovary",0.000189296031828801,"Level3"
"5","none","pancreas",8.51023008717221e-05,"Level3"
"5","none","prostate",0.000112443356124976,"Level3"
"5","none","sarcoma",8.28748969966859e-05,"Level3"
"5","none","skin",0.000732978679757406,"Level3"
"5","none","stomach",0.000323209934707471,"Level3"
"5","none","thyroid",0.000662291801636783,"Level3"
"5","none","unknown",0.000561656554603043,"Level3"
"5","none","uterus",0.000657741848545853,"Level3"
"5","none","uterus_HYPER",0.00110368299501641,"Level3"
"5","none","uterus_MSI",0.00157479144710016,"Level3"
"5","none","uterus_MSS",0.000359806462892874,"Level3"
"50","none","anus",0.00026125204729927,"Level3"
"50","none","biliary",7.95452413042494e-05,"Level3"
"50","none","bladder",0.000284397044489551,"Level3"
"50","none","brain",0.000136047166661298,"Level3"
"50","none","breast",0.000179090347631504,"Level3"
"50","none","cervix",0.000498466978913906,"Level3"
"50","none","colorectum",0.00022196425874157,"Level3"
"50","none","colorectum_HYPER",0.0123867397776291,"Level3"
"50","none","colorectum_MSI",0.00456637957192173,"Level3"
"50","none","colorectum_MSS",0.000250766334775606,"Level3"
"50","none","esophagus",0.000232905507362784,"Level3"
"50","none","gallbladder",0.000297619047619048,"Level3"
"50","none","headneck",0.000361878030029434,"Level3"
"50","none","intestine",0.000152899066634494,"Level3"
"50","none","kidney",3.65698795597949e-05,"Level3"
"50","none","liver",0.000123522472089718,"Level3"
"50","none","lung",0.000382109844026162,"Level3"
"50","none","lymphoid",7.11476204382534e-05,"Level3"
"50","none","mesothelium",0,"Level3"
"50","none","myeloid",0,"Level3"
"50","none","ovary",0.000117453565985718,"Level3"
"50","none","pancreas",6.4766466190382e-05,"Level3"
"50","none","prostate",0.0001800079913754,"Level3"
"50","none","sarcoma",0.000155588634016466,"Level3"
"50","none","skin",0.0010598618661647,"Level3"
"50","none","stomach",0.00028414157740111,"Level3"
"50","none","thyroid",0.0002860735555674,"Level3"
"50","none","unknown",0.000546771903057601,"Level3"
"50","none","uterus",0.000745695067367306,"Level3"
"50","none","uterus_HYPER",0.000423728813559322,"Level3"
"50","none","uterus_MSI",0.00378924513386971,"Level3"
"50","none","uterus_MSS",0.000146469741015499,"Level3"
"51","none","anus",0.000651721348517955,"Level3"
"51","none","biliary",0.000134970185543493,"Level3"
"51","none","bladder",0.000320383790514146,"Level3"
"51","none","brain",0.000128208615105716,"Level3"
"51","none","breast",0.000159107740291019,"Level3"
"51","none","cervix",0.000242581617177522,"Level3"
"51","none","colorectum",0.000196150706649716,"Level3"
"51","none","colorectum_HYPER",0.00894611705674352,"Level3"
"51","none","colorectum_MSI",0.00304473531046153,"Level3"
"51","none","colorectum_MSS",0.000257594604999936,"Level3"
"51","none","esophagus",0.000266204467026346,"Level3"
"51","none","gallbladder",0.000436468646864686,"Level3"
"51","none","headneck",0.000244680118227514,"Level3"
"51","none","intestine",0.000176472449268242,"Level3"
"51","none","kidney",8.92760584609334e-05,"Level3"
"51","none","liver",0.000155416497263087,"Level3"
"51","none","lung",0.000405058652814952,"Level3"
"51","none","lymphoid",4.1422304230692e-05,"Level3"
"51","none","mesothelium",0.000148598989053616,"Level3"
"51","none","myeloid",0,"Level3"
"51","none","ovary",0.000110443251031398,"Level3"
"51","none","pancreas",0.000170663559808222,"Level3"
"51","none","prostate",0.000141325544043188,"Level3"
"51","none","sarcoma",0.000181571020155595,"Level3"
"51","none","skin",0.000986282531355687,"Level3"
"51","none","stomach",0.000623303041616667,"Level3"
"51","none","thyroid",8.17780609800535e-05,"Level3"
"51","none","unknown",0.000544924350851183,"Level3"
"51","none","uterus",0.000420236366937135,"Level3"
"51","none","uterus_HYPER",0.00618540141402067,"Level3"
"51","none","uterus_MSI",0.00242078362395512,"Level3"
"51","none","uterus_MSS",7.79142710107893e-05,"Level3"
"52","none","anus",0,"Level3"
"52","none","biliary",5.75711351704064e-05,"Level3"
"52","none","bladder",0.000365100709118164,"Level3"
"52","none","brain",0.000150344109541233,"Level3"
"52","none","breast",0.000210740430278166,"Level3"
"52","none","cervix",0.000755344562860551,"Level3"
"52","none","colorectum",0.000315543893602847,"Level3"
"52","none","colorectum_HYPER",0.0128863891073884,"Level3"
"52","none","colorectum_MSI",0.00379153096631684,"Level3"
"52","none","colorectum_MSS",0.000306114074293665,"Level3"
"52","none","esophagus",0.000245709857595902,"Level3"
"52","none","gallbladder",0.000275938189845475,"Level3"
"52","none","headneck",0.00018141599101059,"Level3"
"52","none","intestine",0.00034441983627426,"Level3"
"52","none","kidney",8.95875307608406e-05,"Level3"
"52","none","liver",0.000122253661551232,"Level3"
"52","none","lung",0.000464091972700161,"Level3"
"52","none","lymphoid",4.9847640598604e-05,"Level3"
"52","none","mesothelium",0.000338890756662307,"Level3"
"52","none","myeloid",0,"Level3"
"52","none","ovary",0.000213464197949001,"Level3"
"52","none","pancreas",0.000100825748767637,"Level3"
"52","none","prostate",0.000191949077265303,"Level3"
"52","none","sarcoma",0.000149051863169974,"Level3"
